iter	Logloss
136	0.1729151337
137	0.172456714
138	0.1721856722
139	0.171883597
140	0.1710974593
141	0.1708360038
142	0.1706389201
143	0.1704054105
144	0.1702365176
145	0.1700577034
146	0.1697012377
147	0.1695393527
148	0.1693713837
149	0.1691408923
150	0.1689792771
151	0.1687819857
152	0.1684030458
153	0.1680527105
154	0.1676999678
155	0.1674374175
156	0.1672794753
157	0.1668074853
158	0.16665981
159	0.1663158244
160	0.1661083109
161	0.165872597
162	0.1656622067
163	0.1652647895
164	0.1648671151
165	0.1644694156
166	0.1642470132
167	0.1639370549
168	0.1637902355
169	0.1636223746
170	0.1633873982
171	0.163177629
172	0.1627867891
173	0.1626080411
174	0.1618850588
175	0.1613862145
176	0.1611826469
177	0.161024596
178	0.160870255
179	0.1607278627
180	0.1605674248
181	0.160226345
182	0.1601268073
183	0.1593227596
184	0.159132556
185	0.1587476375
186	0.1581392479
187	0.1578061883
188	0.1569191679
189	0.1563952607
190	0.1560978963
191	0.1559797856
192	0.1558574939
193	0.1554740949
194	0.1553411197
195	0.1552319822
196	0.1551073875
197	0.1542816008
198	0.1540108169
199	0.153601806
200	0.153514917
201	0.1531416626
202	0.1530582809
203	0.1527637722
204	0.1526264453
205	0.1516347039
206	0.1510860625
207	0.1500226953
208	0.149683089
209	0.1493566801
210	0.1490246138
211	0.1488210452
212	0.1483607457
213	0.1480983006
214	0.1479803931
215	0.1478723841
216	0.1475290597
217	0.1471469124
218	0.1470252004
219	0.1467755663
220	0.1466003383
221	0.146412322
222	0.1461304611
223	0.1456932822
224	0.1453843168
225	0.1452434349
226	0.1451235185
227	0.144952628
228	0.1448187499
229	0.1447429491
230	0.1445876948
231	0.1440910557
232	0.1431867354
233	0.1425608437
234	0.1424542267
235	0.1423454509
236	0.1418391807
237	0.1415498161
238	0.1411970178
239	0.1409793658
240	0.1406975122
241	0.1405832225
242	0.1404936968
243	0.1401708059
244	0.1399821355
245	0.1397103709
246	0.1395188703
247	0.1392767526
248	0.1387291812
249	0.1384534707
250	0.1381559138
251	0.1377707243
252	0.1376170651
253	0.1374422664
254	0.1372519711
255	0.1371779782
256	0.1370493194
257	0.1365177959
258	0.1362781629
259	0.1360282656
260	0.1356088386
261	0.1354986309
262	0.1354033208
263	0.1351907642
264	0.1350126022
265	0.1348984882
266	0.1347603289
267	0.1346636282
268	0.1345020632
269	0.1343591799
270	0.1342707403
271	0.1341821512
272	0.1341233074
273	0.1340511698
274	0.133916442
275	0.1337482994
276	0.1336269966
277	0.1335342487
278	0.1334504308
279	0.1333149383
280	0.1332460824
281	0.1331320504
282	0.1330452229
283	0.1328707857
284	0.132792268
285	0.1325334867
286	0.1322834271
287	0.1322181456
288	0.1321380632
289	0.1319270997
290	0.1318610788
291	0.1317516462
292	0.1316029165
293	0.131415093
294	0.131226198
295	0.1310903503
296	0.1310037672
297	0.1308007718
298	0.1307255338
299	0.1306319152
300	0.1304482059
301	0.1303436207
302	0.1302610132
303	0.1301676051
304	0.1301125065
305	0.1297099764
306	0.1296220717
307	0.1295692358
308	0.129516165
309	0.1293432386
310	0.1292537399
311	0.1291156793
312	0.1290113258
313	0.1287003514
314	0.128493883
315	0.1283877546
316	0.1282556726
317	0.1281929477
318	0.1279684935
319	0.1278728232
320	0.1277880654
321	0.1276281626
322	0.1275440855
323	0.1274553693
324	0.1274165094
325	0.1273526846
326	0.1272201128
327	0.1270806346
328	0.1270154229
329	0.1268683714
330	0.1267708785
331	0.1267196198
332	0.1266279768
333	0.1263468286
334	0.1262573213
335	0.1261853789
336	0.1261176385
337	0.1260731286
338	0.1259962156
339	0.1256563961
340	0.1256016284
341	0.1254802768
342	0.1253180238
343	0.1252521759
344	0.1251958467
345	0.1247883414
346	0.1247225286
347	0.1243668932
348	0.1240808869
349	0.1239361708
350	0.1238457899
351	0.1237545224
352	0.1237011604
353	0.1236327532
354	0.1235481186
355	0.1233222419
356	0.1232683604
357	0.1231709966
358	0.1230470623
359	0.1229460288
360	0.1228739427
361	0.1228085111
362	0.1227439608
363	0.1226931552
364	0.1225996521
365	0.1225232028
366	0.1224579193
367	0.1223917753
368	0.1223011331
369	0.122237212
370	0.1221577426
371	0.1220303604
372	0.1219787145
373	0.1218986875
374	0.1218624426
375	0.1217892512
376	0.1217339121
377	0.1216595531
378	0.1215967603
379	0.1215365551
380	0.1214629251
381	0.1213925565
382	0.1213455359
383	0.1212722341
384	0.1209930649
385	0.12069618
386	0.1205612879
387	0.1204974092
388	0.120308592
389	0.1202130525
390	0.120063579
391	0.1198534363
392	0.1197573605
393	0.1197127594
394	0.1195729378
395	0.1194969223
396	0.119336481
397	0.1192951004
398	0.119149101
399	0.1190895058
400	0.1190137616
401	0.1189445331
402	0.1188817761
403	0.1188198892
404	0.1187177566
405	0.1184940632
406	0.1183478643
407	0.118146841
408	0.1180330463
409	0.1179442732
410	0.1178991592
411	0.1178354282
412	0.1177142164
413	0.1176683305
414	0.1174697048
415	0.1174329838
416	0.1173530891
417	0.1172579878
418	0.1170629112
419	0.1169906713
420	0.1168700235
421	0.1167939427
422	0.1167515804
423	0.1166613284
424	0.1165805731
425	0.1165278951
426	0.1164921055
427	0.1164044858
428	0.1163603014
429	0.1162629631
430	0.1162117364
431	0.1161217794
432	0.1160518448
433	0.1159921614
434	0.1159419145
435	0.115891126
436	0.1158234064
437	0.1157636159
438	0.1157026557
439	0.1156513343
440	0.1155629422
441	0.1155080456
442	0.1154345006
443	0.115342334
444	0.1152607291
445	0.1151939503
446	0.1151157764
447	0.1150640968
448	0.1150070133
449	0.1149648811
450	0.1148912833
451	0.1148271948
452	0.1147603572
453	0.1146957672
454	0.114645436
455	0.1145898484
456	0.1145267039
457	0.1144883991
458	0.1144331387
459	0.1143944643
460	0.1143644884
461	0.1143189696
462	0.1142268129
463	0.1141935054
464	0.1140885046
465	0.114050699
466	0.1140111496
467	0.1139565459
468	0.1138349596
469	0.1137164846
470	0.1136104235
471	0.1135548761
472	0.1134965934
473	0.1134589832
474	0.113384141
475	0.1133340397
476	0.1133064582
477	0.1132662712
478	0.1132278709
479	0.1131872529
480	0.1131377991
481	0.1130999212
482	0.1130708939
483	0.1130052844
484	0.1129304728
485	0.1127842316
486	0.1127470164
487	0.1126887181
488	0.1126538887
489	0.1126188185
490	0.1125483993
491	0.1124888553
492	0.1124140958
493	0.1122964286
494	0.1122378035
495	0.1121398852
496	0.1120569708
497	0.1119673911
498	0.1119230812
499	0.1118449361
500	0.111654323
501	0.1116130063
502	0.1115442291
503	0.111442734
504	0.1113664985
505	0.1113173334
506	0.1112462449
507	0.1111995392
508	0.1111358936
509	0.1110874433
510	0.1110506547
511	0.1110124091
512	0.1109979908
513	0.1109346387
514	0.1108711279
515	0.1108064716
516	0.1107495822
517	0.1107197434
518	0.1106619867
519	0.1105994525
520	0.1105630549
521	0.110517046
522	0.1104846226
523	0.1104432196
524	0.1103274879
525	0.1101439773
526	0.1100762109
527	0.1100454417
528	0.1099497781
529	0.1099211686
530	0.1098537896
531	0.1097489036
532	0.1096930165
533	0.1096445621
534	0.1095375851
535	0.1094753761
536	0.1094215074
537	0.1093604546
538	0.109245712
539	0.1091613169
540	0.109091854
541	0.1089976877
542	0.108929988
543	0.1088606604
544	0.1087271849
545	0.1087019394
546	0.1086488943
547	0.108556496
548	0.1085052004
549	0.1084609504
550	0.1084325847
551	0.1084051065
552	0.1083710614
553	0.1083257133
554	0.1082856918
555	0.1081764786
556	0.1081468243
557	0.108105757
558	0.1080553054
559	0.1079923896
560	0.1079741431
561	0.1078325526
562	0.1077601631
563	0.1076828832
564	0.1076159865
565	0.1075638639
566	0.1074315362
567	0.1073318796
568	0.1072932425
