iter	Logloss
136	0.1736067789
137	0.1731080574
138	0.1728505631
139	0.1724226537
140	0.1722567497
141	0.1718331738
142	0.1716423524
143	0.171086205
144	0.1708955398
145	0.1707184738
146	0.1705599101
147	0.170135839
148	0.1697903168
149	0.1695545044
150	0.1694211109
151	0.1692585648
152	0.1690199797
153	0.1681874467
154	0.1680441651
155	0.167804258
156	0.1676786353
157	0.1673909266
158	0.1669663477
159	0.1667207763
160	0.1664793103
161	0.1659212256
162	0.165789606
163	0.1654102347
164	0.1652690672
165	0.1650772943
166	0.1649430505
167	0.1646220023
168	0.1644389629
169	0.1642815574
170	0.1639790677
171	0.1638625877
172	0.1636089953
173	0.1631865544
174	0.16265106
175	0.1615363911
176	0.1613610105
177	0.1610680562
178	0.1608998132
179	0.1605918825
180	0.1601522238
181	0.1598825434
182	0.159764382
183	0.159629813
184	0.159370015
185	0.158837625
186	0.1584678809
187	0.1581913451
188	0.1573233001
189	0.1571857198
190	0.1567308118
191	0.1566197009
192	0.1565051587
193	0.156337074
194	0.1560822879
195	0.1558810246
196	0.1556898575
197	0.1552276993
198	0.154672502
199	0.1545358462
200	0.1541647473
201	0.1538689084
202	0.1537156703
203	0.1536221606
204	0.1534767843
205	0.1532308594
206	0.1530546217
207	0.1528328212
208	0.1527409565
209	0.1526010324
210	0.1525034828
211	0.1523882468
212	0.1516781294
213	0.15156739
214	0.1509189384
215	0.1507763513
216	0.1506298887
217	0.1504983209
218	0.1503481701
219	0.1502106497
220	0.1498605706
221	0.149764182
222	0.1495295569
223	0.1493167156
224	0.1492092462
225	0.1486092601
226	0.148500122
227	0.1484063884
228	0.1478331676
229	0.1474318599
230	0.1473194104
231	0.1470446926
232	0.1468728812
233	0.1467674891
234	0.1466407341
235	0.146270555
236	0.1460190407
237	0.1456828833
238	0.1452152321
239	0.1451321445
240	0.1448228966
241	0.144413351
242	0.1438745307
243	0.1435631518
244	0.1431354481
245	0.143037672
246	0.1429647173
247	0.1424169484
248	0.1420025811
249	0.1412262066
250	0.1409935924
251	0.1408685638
252	0.1406429756
253	0.1403523217
254	0.1398101727
255	0.1395857375
256	0.1389701589
257	0.1384982915
258	0.1381052651
259	0.1380214187
260	0.1378635384
261	0.1377393814
262	0.1374922073
263	0.1373822986
264	0.1372673536
265	0.136698645
266	0.1365842871
267	0.1364219858
268	0.136239825
269	0.1359503132
270	0.1356952809
271	0.1355508245
272	0.1354794542
273	0.1353574649
274	0.135295434
275	0.135192871
276	0.1348375614
277	0.1346644741
278	0.1344274571
279	0.134124061
280	0.134060766
281	0.1339137611
282	0.1338335238
283	0.1337629454
284	0.1335648948
285	0.1334684013
286	0.1331183261
287	0.1330582416
288	0.1329733237
289	0.1326508842
290	0.1325424213
291	0.1324431769
292	0.1323818412
293	0.1323133571
294	0.1321770932
295	0.1321136212
296	0.1320178249
297	0.1317497539
298	0.1316213563
299	0.1314443264
300	0.131355095
301	0.1311970027
302	0.1311020689
303	0.1310275287
304	0.1309306946
305	0.1308614591
306	0.1307959389
307	0.1306953335
308	0.1302646574
309	0.130151351
310	0.1300275848
311	0.1299583946
312	0.1298900704
313	0.1297580194
314	0.1296946455
315	0.1296423099
316	0.1294921369
317	0.1294100251
318	0.1293336255
319	0.1291292272
320	0.128964792
321	0.1288271473
322	0.1287841655
323	0.1287059939
324	0.1285390441
325	0.1284454558
326	0.1282343559
327	0.1281527902
328	0.1280793687
329	0.1280366363
330	0.1278908451
331	0.127823507
332	0.1276097287
333	0.1274797746
334	0.1273707125
335	0.1273282685
336	0.1272223474
337	0.1271028748
338	0.1270411309
339	0.1269461164
340	0.1269000837
341	0.1268109516
342	0.1267542052
343	0.1265788073
344	0.1264966842
345	0.1262999675
346	0.1262294966
347	0.1261406173
348	0.1260892823
349	0.1260141483
350	0.1259252937
351	0.1258709999
352	0.1258156581
353	0.1257364169
354	0.1256592566
355	0.1255761537
356	0.1255312013
357	0.1254608174
358	0.1253232827
359	0.1251755737
360	0.1251230845
361	0.1249800141
362	0.1248577625
363	0.1248002011
364	0.1247095079
365	0.1244952764
366	0.1244134839
367	0.1243808296
368	0.124321368
369	0.1242708555
370	0.1241596089
371	0.1241022999
372	0.1240378014
373	0.1239539231
374	0.1235830722
375	0.1234938377
376	0.1234083106
377	0.1232904467
378	0.1231739169
379	0.1230845502
380	0.1230036773
381	0.1227741694
382	0.1226303685
383	0.122555981
384	0.1224687774
385	0.1223919803
386	0.1223523474
387	0.122256581
388	0.1219846931
389	0.1218586106
390	0.121674133
391	0.1215516678
392	0.1214941103
393	0.1214071814
394	0.121308598
395	0.1212585241
396	0.1212275402
397	0.1211755978
398	0.1211215994
399	0.1210565002
400	0.1210178983
401	0.1209554931
402	0.1208993981
403	0.1208478462
404	0.1207832724
405	0.1207492046
406	0.1207019826
407	0.1206713405
408	0.1204964697
409	0.1203458325
410	0.1202766502
411	0.120143454
412	0.1200845741
413	0.1200495341
414	0.1199734706
415	0.1199185994
416	0.1198294032
417	0.1197752851
418	0.1197150872
419	0.1195698514
420	0.1195001101
421	0.1194241879
422	0.1193640858
423	0.1193218751
424	0.1192561692
425	0.1191985441
426	0.1191048431
427	0.1190317674
428	0.1189938723
429	0.1189491243
430	0.1189207033
431	0.1188566969
432	0.1188289849
433	0.1187737931
434	0.1187248489
435	0.1186860193
436	0.1185455082
437	0.1184867513
438	0.1184327384
439	0.1183732352
440	0.1183352341
441	0.1182776135
442	0.1182300259
443	0.1181898107
444	0.1181447932
445	0.1180346748
446	0.1179629722
447	0.1179036053
448	0.1178432573
449	0.1178095243
450	0.1177838373
451	0.1177557947
452	0.11770526
453	0.117640042
454	0.1176039377
455	0.1175346183
456	0.1174990748
457	0.1174374581
458	0.1173453172
459	0.1173001625
460	0.1172696063
461	0.1171834775
462	0.1171373955
463	0.1170498157
464	0.1169866473
465	0.1168740111
466	0.116802559
467	0.1167531765
468	0.1166928012
469	0.1165954472
470	0.1165357406
471	0.1165111869
472	0.1164863244
473	0.1164079558
474	0.1163542825
475	0.1162885912
476	0.1162436857
477	0.1162068309
478	0.116138385
479	0.1160875888
480	0.1159939015
481	0.1159662583
482	0.1159276496
483	0.1158607253
484	0.1158333795
485	0.1158078864
486	0.1157386076
487	0.115613564
488	0.1155161306
489	0.1154499379
490	0.1153288326
491	0.1152857576
492	0.1152323802
493	0.1150808202
494	0.1150453448
495	0.1150220424
496	0.1149608744
497	0.1149058437
498	0.1148297974
499	0.1147631752
500	0.1147164813
501	0.1146561461
502	0.1146334618
503	0.1145988957
504	0.1145631769
505	0.1145075806
506	0.1143786421
507	0.114332773
508	0.1142098216
509	0.1141528314
510	0.1140847672
511	0.1140145276
512	0.1139602701
513	0.1138153567
514	0.1137703198
515	0.1137299344
516	0.1136680879
517	0.1135056849
518	0.1134336958
519	0.1133499261
520	0.1132440919
521	0.1131786175
522	0.1131505799
523	0.1130937831
524	0.1130346775
525	0.1129492717
526	0.1129090842
527	0.1128616984
528	0.1127726858
529	0.1127379407
530	0.1126731184
531	0.1126173427
532	0.1125351367
533	0.1124723276
534	0.1124386459
535	0.1122994976
536	0.1122434532
537	0.1121932063
538	0.1121555927
539	0.1121395646
540	0.1120814235
541	0.1120612794
542	0.1119801737
543	0.1119358845
544	0.1118679596
545	0.1118133212
546	0.1117941861
547	0.1117443968
548	0.1116807325
549	0.111635186
550	0.1115825029
551	0.1115264312
552	0.1114996259
553	0.1114446076
554	0.1114130146
555	0.1113971892
556	0.1113612273
557	0.1113124588
558	0.1112003041
559	0.1110434007
560	0.1109127866
561	0.1108717982
562	0.1108315313
563	0.1107842459
564	0.1106979731
565	0.1106290366
566	0.1105698163
567	0.1105399151
568	0.1104410142
569	0.1103852318
570	0.1103509351
571	0.110313116
572	0.1102748228
573	0.1102219425
574	0.1101722514
575	0.1101367742
576	0.1100955288
577	0.110038841
578	0.1099971574
579	0.1099271143
580	0.1098663657
581	0.1097408254
582	0.1096796034
583	0.1096292748
584	0.1095480164
585	0.1095080965
586	0.1094571798
587	0.1094413031
588	0.1093900772
589	0.1093535198
590	0.1092959135
591	0.1091969456
592	0.1091433467
593	0.1090643269
594	0.1089664885
595	0.1088936323
596	0.1088473884
597	0.1087885241
598	0.108759957
599	0.1087198788
600	0.10865419
601	0.1085715782
602	0.108493036
603	0.1083944623
604	0.108271059
605	0.1081984469
606	0.1081445484
607	0.1081093723
608	0.1080665295
609	0.1080240369
610	0.107988589
611	0.1079521497
612	0.1079215753
613	0.1078788279
614	0.1078312576
615	0.10777116
616	0.1076978888
617	0.1076473919
618	0.1075758955
619	0.107553461
620	0.1075220103
621	0.1074522997
622	0.1074042626
623	0.1073661783
624	0.1073258928
625	0.1072709523
626	0.107219773
627	0.1071877685
628	0.1071032084
629	0.106990389
630	0.1069424557
631	0.1069018119
632	0.1068322958
633	0.106812038
634	0.106753153
635	0.1066791747
636	0.1066311476
637	0.1066120202
638	0.1065630554
639	0.106508794
640	0.1064665411
641	0.1064260107
642	0.1063758719
643	0.106319278
644	0.1062734932
645	0.1062202826
646	0.1061822942
647	0.1061582606
648	0.1061150712
649	0.1060573451
650	0.106047075
651	0.1060217733
652	0.1059682186
653	0.1059365724
654	0.1058981078
655	0.105879972
656	0.1057574332
657	0.1057353634
658	0.1056932466
659	0.1056230942
660	0.10558184
661	0.1055183759
662	0.1054701141
663	0.1054048243
664	0.1053841094
665	0.1053421707
666	0.1053052116
667	0.1052610862
668	0.1052068469
669	0.1051864425
670	0.1051446191
671	0.1050980365
672	0.105053779
673	0.1050410443
674	0.1050011812
675	0.1049349199
676	0.1048904171
677	0.1048623737
678	0.1048129906
679	0.104758798
680	0.1046815548
681	0.1046269684
682	0.1046080148
683	0.1045829587
684	0.104553859
685	0.1045318024
686	0.1045129826
687	0.1044437505
688	0.1044110856
689	0.1043093731
690	0.1042270557
691	0.1041978891
692	0.104131691
693	0.1041134265
694	0.1040601219
695	0.1040359325
696	0.1039326487
697	0.1038733727
698	0.103839963
699	0.1038146018
700	0.1037640786
701	0.1037380106
702	0.1037000448
703	0.1036715965
704	0.1036190696
705	0.1035891356
706	0.1035624088
707	0.103518077
708	0.1034883366
709	0.1034515673
710	0.1034141698
711	0.1033606163
712	0.1033164231
713	0.1032471434
714	0.1032217225
715	0.1031292024
716	0.1031079818
717	0.1030819356
718	0.1030411384
719	0.1030058663
720	0.1029434288
721	0.1029046581
722	0.1028518206
723	0.1027635649
724	0.1027344231
725	0.1027131043
726	0.1026800328
727	0.1026261619
728	0.1025907503
729	0.1025497526
730	0.1025308005
731	0.102510874
732	0.1024756528
733	0.102437536
734	0.1024139805
735	0.1023557724
736	0.102312139
737	0.1022862515
738	0.1022095638
739	0.1021770822
740	0.1021164032
741	0.1020888207
742	0.1020378091
743	0.1020032467
744	0.101949561
745	0.101885341
746	0.1018408793
747	0.1017988376
748	0.1017841833
749	0.1017546669
750	0.1017254428
751	0.1016889906
752	0.1016591612
753	0.101577787
754	0.1015591285
755	0.1015289042
756	0.1014787262
757	0.1014555286
758	0.1013820471
759	0.1013246889
760	0.1012735774
761	0.1011989299
762	0.1011344439
763	0.101096593
764	0.1009409386
765	0.10090077
766	0.1008470734
767	0.1008079009
768	0.1007705324
769	0.1007364316
770	0.1006947957
771	0.1006033129
772	0.1005714584
773	0.1005316313
774	0.1004990347
775	0.1004557022
776	0.1004411164
777	0.1004053762
778	0.1003869414
779	0.1003479287
780	0.1002797832
781	0.1002503005
782	0.1002094252
783	0.1001419699
784	0.1001281385
785	0.1001047534
786	0.100075208
787	0.1000191178
788	0.0999890062
789	0.09994948549
790	0.09992296424
791	0.09990269717
792	0.09988820877
793	0.09986392644
794	0.09979475818
795	0.09973581307
796	0.09970298277
797	0.09967648863
798	0.09965113819
799	0.09962417496
800	0.09959579222
801	0.09955843013
802	0.09950617419
803	0.09945285685
804	0.09940540455
805	0.09936517068
806	0.09932929748
807	0.09929474062
808	0.09927564927
809	0.0992564323
810	0.09921087629
811	0.09918825364
812	0.09915919636
813	0.09911237707
814	0.09909416893
815	0.09903672521
816	0.09899745856
817	0.09897803483
818	0.09894289509
819	0.09892018037
820	0.09889046133
821	0.09885465631
822	0.09878775271
823	0.09875547147
824	0.09870784628
825	0.09863593339
826	0.09861089787
827	0.09858896521
828	0.09856899694
829	0.09853583088
830	0.09848629374
831	0.0984527836
832	0.09841460323
833	0.09838372123
834	0.0983385551
835	0.09830531144
836	0.0982879778
837	0.09824190991
838	0.09819935574
839	0.09813448511
840	0.09809759339
841	0.09807605264
842	0.09802673303
843	0.0979975633
844	0.09795803853
845	0.09785402408
846	0.09781571787
847	0.0977654904
848	0.09770408959
849	0.09761729942
850	0.0975794556
851	0.09753449986
852	0.09749942573
853	0.09747378517
854	0.09743764887
855	0.0973852454
856	0.09735255775
857	0.09728978894
858	0.09722714712
859	0.09717511863
860	0.09715081153
861	0.09711921219
862	0.09706466898
863	0.09703181703
864	0.09697998444
865	0.0969471853
866	0.09690855145
867	0.09681504398
868	0.09673761234
869	0.0966523839
870	0.09661205038
871	0.09657824811
872	0.09648000966
873	0.09644107423
874	0.09639487809
875	0.09636351805
876	0.09632726795
877	0.09628233938
878	0.09626325679
879	0.09624324313
880	0.0962086989
881	0.09615355214
882	0.09604211719
883	0.09600652486
884	0.09595303508
885	0.095929469
886	0.09588656755
887	0.09586545099
888	0.09582889863
889	0.0957515772
890	0.09566573183
891	0.09562437861
892	0.0955914867
893	0.09557066555
894	0.09555571501
895	0.09552846288
896	0.09550585441
897	0.09548354782
898	0.09542480421
899	0.09540316999
900	0.09537135612
901	0.09534773287
902	0.09532264119
903	0.09526958948
904	0.09524095661
905	0.0951942352
906	0.09514687937
907	0.09512781555
908	0.0950689335
909	0.09502079913
910	0.09495846985
911	0.09487709791
912	0.09485516693
913	0.09482450318
914	0.09479588815
915	0.09475492242
916	0.09470286206
917	0.09464562305
918	0.09461696425
919	0.09457402966
920	0.09455093474
921	0.09451270127
922	0.09448271838
923	0.09447217654
924	0.09443179283
925	0.0944118961
926	0.09435787974
927	0.09433804722
928	0.0942886113
929	0.09425698622
930	0.09422286608
931	0.0941825753
932	0.09415267031
933	0.09408762961
934	0.09406835078
935	0.09402635312
936	0.09398067898
937	0.09396945128
938	0.09393522462
939	0.0938957031
940	0.09386011724
941	0.09378008295
942	0.09373593443
943	0.09369095884
944	0.09365897571
945	0.09364655927
946	0.09363761612
947	0.09360826008
948	0.09357448576
949	0.09354648161
950	0.09351051364
951	0.09347513323
952	0.09345273973
953	0.09339896954
954	0.09336479733
955	0.09332874292
956	0.09326107422
957	0.09323574293
958	0.09321707311
959	0.09320238035
960	0.09317548657
961	0.09313015007
962	0.09309752982
963	0.0930608019
964	0.09302021184
965	0.09298416822
966	0.09295760115
967	0.09287424745
968	0.09285643004
969	0.09281890877
970	0.09278891491
971	0.0927695754
972	0.09275008883
973	0.0927234228
974	0.09268375782
975	0.09264475248
976	0.09259984851
977	0.09256140273
978	0.0924767302
979	0.0924133019
980	0.09237704551
981	0.09232302645
982	0.09230795317
983	0.09221948865
984	0.0921508697
985	0.09212542862
986	0.0921012919
987	0.09205241724
988	0.09202131957
989	0.09198981465
990	0.09197029831
991	0.09192091856
992	0.0918748574
993	0.09183970668
994	0.0918034069
995	0.0917434973
996	0.09170342578
997	0.0916580689
998	0.09162928842
999	0.09161572555
